"trip_id","start_index","end_index","start_latitude","start_longitude","end_latitude","end_longitude","travel_time_min","start_datetime","end_datetime","geometry_start","geometry_end"
12,3132,3772,19.0752355401441,72.8291978650538,19.0839454114082,72.8357486361462,27,2024-01-01 05:40:00,2024-01-01 06:07:00,c(72.8291978650538, 19.0752355401441),c(72.8357486361462, 19.0839454114082)
13,5586,846,19.0524878495996,72.8226670931011,19.0695182639018,72.8284748901028,9,2024-01-01 23:17:00,2024-01-01 23:26:00,c(72.8226670931011, 19.0524878495996),c(72.8284748901028, 19.0695182639018)
14,638,4825,19.0654345750611,72.8388137818369,19.0430359896066,72.8194598525123,5,2024-01-01 08:36:00,2024-01-01 08:41:00,c(72.8388137818369, 19.0654345750611),c(72.8194598525123, 19.0430359896066)
15,2942,4723,19.0563016080901,72.8367246027503,19.0565469925508,72.8398204379857,14,2024-01-01 20:32:00,2024-01-01 20:46:00,c(72.8367246027503, 19.0563016080901),c(72.8398204379857, 19.0565469925508)
16,414,110,19.079007968053,72.8381440302727,19.0828659729487,72.8322328648705,5,2024-01-01 14:29:00,2024-01-01 14:34:00,c(72.8381440302727, 19.079007968053),c(72.8322328648705, 19.0828659729487)
17,1157,4264,19.0611784763093,72.8330724034665,19.0570399076407,72.8315768785896,6,2024-01-01 06:13:00,2024-01-01 06:19:00,c(72.8330724034665, 19.0611784763093),c(72.8315768785896, 19.0570399076407)
18,745,3152,19.0700444006792,72.8226236036991,19.0484453694598,72.8281038935156,23,2024-01-01 06:11:00,2024-01-01 06:34:00,c(72.8226236036991, 19.0700444006792),c(72.8281038935156, 19.0484453694598)
19,5584,4522,19.0559083469251,72.837099729983,19.0746269890104,72.8258898651175,29,2024-01-01 15:21:00,2024-01-01 15:50:00,c(72.837099729983, 19.0559083469251),c(72.8258898651175, 19.0746269890104)
20,4319,1591,19.0848606274925,72.8375953894051,19.075660268081,72.8360789694777,17,2024-01-01 22:43:00,2024-01-01 23:00:00,c(72.8375953894051, 19.0848606274925),c(72.8360789694777, 19.075660268081)
21,5632,4062,19.0793432195909,72.8373775273966,19.0523762203912,72.8383246685038,16,2024-01-01 14:11:00,2024-01-01 14:27:00,c(72.8373775273966, 19.0793432195909),c(72.8383246685038, 19.0523762203912)
22,3349,325,19.066859217807,72.822585546272,19.0809495105064,72.8398894454656,8,2024-01-01 03:51:00,2024-01-01 03:59:00,c(72.822585546272, 19.066859217807),c(72.8398894454656, 19.0809495105064)
23,1657,2481,19.0850477198826,72.8398013879589,19.0700045528726,72.839175440789,23,2024-01-01 13:06:00,2024-01-01 13:29:00,c(72.8398013879589, 19.0850477198826),c(72.839175440789, 19.0700045528726)
24,2711,2244,19.0810622386946,72.8399779945013,19.0630910764686,72.8365179024636,17,2024-01-01 13:53:00,2024-01-01 14:10:00,c(72.8399779945013, 19.0810622386946),c(72.8365179024636, 19.0630910764686)
25,3987,1093,19.0838483636261,72.8329567248702,19.0547550742982,72.8377238338395,10,2024-01-01 00:54:00,2024-01-01 01:04:00,c(72.8329567248702, 19.0838483636261),c(72.8377238338395, 19.0547550742982)
26,368,873,19.0677139634618,72.8361080973552,19.0723959459915,72.8366903686616,9,2024-01-01 10:00:00,2024-01-01 10:09:00,c(72.8361080973552, 19.0677139634618),c(72.8366903686616, 19.0723959459915)
27,87,170,19.0642937926925,72.8315079850078,19.0772126127076,72.8245615633274,17,2024-01-01 08:58:00,2024-01-01 09:15:00,c(72.8315079850078, 19.0642937926925),c(72.8245615633274, 19.0772126127076)
28,1258,773,19.0722126182367,72.8326737992344,19.0667843930183,72.8345794678733,13,2024-01-01 16:13:00,2024-01-01 16:26:00,c(72.8326737992344, 19.0722126182367),c(72.8345794678733, 19.0667843930183)
29,4840,868,19.0525245781225,72.8302907212677,19.0565260861977,72.8340214923575,25,2024-01-01 20:28:00,2024-01-01 20:53:00,c(72.8302907212677, 19.0525245781225),c(72.8340214923575, 19.0565260861977)
30,4096,2035,19.0856700587819,72.8373554428218,19.0523436549067,72.8275126305246,29,2024-01-01 09:24:00,2024-01-01 09:53:00,c(72.8373554428218, 19.0856700587819),c(72.8275126305246, 19.0523436549067)
31,1677,2738,19.051920425906,72.8387142552477,19.0617304923997,72.8363302077207,19,2024-01-01 04:47:00,2024-01-01 05:06:00,c(72.8387142552477, 19.051920425906),c(72.8363302077207, 19.0617304923997)
32,2914,4772,19.0776388366333,72.8316816269964,19.0807935513242,72.8406921245832,6,2024-01-01 09:17:00,2024-01-01 09:23:00,c(72.8316816269964, 19.0776388366333),c(72.8406921245832, 19.0807935513242)
33,832,5468,19.0591624152986,72.827850033169,19.0648921520109,72.8310714017351,21,2024-01-01 07:24:00,2024-01-01 07:45:00,c(72.827850033169, 19.0591624152986),c(72.8310714017351, 19.0648921520109)
34,2976,1669,19.0537530137581,72.8360391379627,19.0501105026309,72.8368891013678,6,2024-01-01 10:05:00,2024-01-01 10:11:00,c(72.8360391379627, 19.0537530137581),c(72.8368891013678, 19.0501105026309)
35,2809,5210,19.0531186821147,72.8220256243771,19.0829056399157,72.8333950957568,7,2024-01-01 18:18:00,2024-01-01 18:25:00,c(72.8220256243771, 19.0531186821147),c(72.8333950957568, 19.0829056399157)
36,309,5153,19.0760722974065,72.8229118760039,19.0843840422332,72.83900857741,13,2024-01-01 11:28:00,2024-01-01 11:41:00,c(72.8229118760039, 19.0760722974065),c(72.83900857741, 19.0843840422332)
37,3423,3644,19.0508187082643,72.8276047478346,19.0731887860409,72.8399323765426,16,2024-01-01 23:21:00,2024-01-01 23:37:00,c(72.8276047478346, 19.0508187082643),c(72.8399323765426, 19.0731887860409)
38,461,1644,19.0699712016192,72.8374275496497,19.0534459217152,72.8330912721547,27,2024-01-01 13:45:00,2024-01-01 14:12:00,c(72.8374275496497, 19.0699712016192),c(72.8330912721547, 19.0534459217152)
39,3640,3361,19.0640797367689,72.8319630283898,19.0503042818593,72.8310134694258,22,2024-01-01 12:58:00,2024-01-01 13:20:00,c(72.8319630283898, 19.0640797367689),c(72.8310134694258, 19.0503042818593)
40,3005,5826,19.0603795854647,72.8360071281503,19.0612536030314,72.8317461051057,17,2024-01-01 19:59:00,2024-01-01 20:16:00,c(72.8360071281503, 19.0603795854647),c(72.8317461051057, 19.0612536030314)
41,1645,4903,19.0591985517665,72.8305000667958,19.0761412662624,72.826930484702,15,2024-01-01 13:01:00,2024-01-01 13:16:00,c(72.8305000667958, 19.0591985517665),c(72.826930484702, 19.0761412662624)
42,1988,2668,19.044335789243,72.8182544664559,19.0522689310563,72.8231458892353,8,2024-01-01 04:50:00,2024-01-01 04:58:00,c(72.8182544664559, 19.044335789243),c(72.8231458892353, 19.0522689310563)
43,3389,3829,19.0740063643492,72.8254913965629,19.0572354386816,72.8250433147367,15,2024-01-01 14:21:00,2024-01-01 14:36:00,c(72.8254913965629, 19.0740063643492),c(72.8250433147367, 19.0572354386816)
44,5505,3808,19.0567222242298,72.8359317881946,19.0651594707398,72.8332858636822,14,2024-01-01 03:18:00,2024-01-01 03:32:00,c(72.8359317881946, 19.0567222242298),c(72.8332858636822, 19.0651594707398)
45,5112,1072,19.0591663526332,72.8374186018095,19.0608285087073,72.8339363521453,10,2024-01-01 17:47:00,2024-01-01 17:57:00,c(72.8374186018095, 19.0591663526332),c(72.8339363521453, 19.0608285087073)
46,5696,3052,19.0539848625082,72.8349827763895,19.0676079440555,72.8222573845769,22,2024-01-01 06:28:00,2024-01-01 06:50:00,c(72.8349827763895, 19.0539848625082),c(72.8222573845769, 19.0676079440555)
47,3395,689,19.0759925125888,72.8274012465799,19.0535104222033,72.8361863924851,27,2024-01-01 09:08:00,2024-01-01 09:35:00,c(72.8274012465799, 19.0759925125888),c(72.8361863924851, 19.0535104222033)
48,3124,3590,19.0532942366686,72.8368620536027,19.0714222104972,72.8342071681799,12,2024-01-01 13:03:00,2024-01-01 13:15:00,c(72.8368620536027, 19.0532942366686),c(72.8342071681799, 19.0714222104972)
49,1721,1006,19.0525403095107,72.8310864507372,19.0498722075846,72.8252658397669,6,2024-01-01 10:09:00,2024-01-01 10:15:00,c(72.8310864507372, 19.0525403095107),c(72.8252658397669, 19.0498722075846)
50,5587,2661,19.0795062465163,72.8396322423497,19.0676490258982,72.8225385789082,26,2024-01-01 18:06:00,2024-01-01 18:32:00,c(72.8396322423497, 19.0795062465163),c(72.8225385789082, 19.0676490258982)
51,4375,2552,19.0523260272866,72.8321700737829,19.0572728706793,72.8359312305119,12,2024-01-01 03:41:00,2024-01-01 03:53:00,c(72.8321700737829, 19.0523260272866),c(72.8359312305119, 19.0572728706793)
52,2221,951,19.086290694978,72.8339810635463,19.0496630819459,72.825870052174,20,2024-01-01 03:55:00,2024-01-01 04:15:00,c(72.8339810635463, 19.086290694978),c(72.825870052174, 19.0496630819459)
53,2522,1801,19.0579520509008,72.830167954291,19.0840724896663,72.8313226190241,21,2024-01-01 15:25:00,2024-01-01 15:46:00,c(72.830167954291, 19.0579520509008),c(72.8313226190241, 19.0840724896663)
54,1133,1540,19.0755636063973,72.8374963806271,19.0786714568417,72.8371070311063,7,2024-01-01 11:33:00,2024-01-01 11:40:00,c(72.8374963806271, 19.0755636063973),c(72.8371070311063, 19.0786714568417)
55,2828,252,19.0534763853566,72.8386959023568,19.0486589159685,72.8230189240057,21,2024-01-01 08:44:00,2024-01-01 09:05:00,c(72.8386959023568, 19.0534763853566),c(72.8230189240057, 19.0486589159685)
56,2020,1892,19.0659796805116,72.8325868919995,19.0690839821116,72.8387619423045,22,2024-01-01 08:04:00,2024-01-01 08:26:00,c(72.8325868919995, 19.0659796805116),c(72.8387619423045, 19.0690839821116)
57,4297,5224,19.0554857058596,72.8258373407318,19.0727564341853,72.8368435344477,29,2024-01-01 20:34:00,2024-01-01 21:03:00,c(72.8258373407318, 19.0554857058596),c(72.8368435344477, 19.0727564341853)
58,4317,3922,19.069824933407,72.8338776233562,19.0504141677366,72.8382020499845,7,2024-01-01 21:14:00,2024-01-01 21:21:00,c(72.8338776233562, 19.069824933407),c(72.8382020499845, 19.0504141677366)
59,197,3620,19.0719725623946,72.8364985069919,19.0747106186134,72.8241512302494,20,2024-01-01 23:33:00,2024-01-01 23:53:00,c(72.8364985069919, 19.0719725623946),c(72.8241512302494, 19.0747106186134)
60,3078,188,19.0499830351632,72.8220561813912,19.0575882325766,72.8342772941412,15,2024-01-01 19:04:00,2024-01-01 19:19:00,c(72.8220561813912, 19.0499830351632),c(72.8342772941412, 19.0575882325766)
61,341,4422,19.0793928283425,72.8363364350786,19.0458865938794,72.8289551334532,11,2024-01-01 17:44:00,2024-01-01 17:55:00,c(72.8363364350786, 19.0793928283425),c(72.8289551334532, 19.0458865938794)
62,941,3758,19.0533210113778,72.8360759781846,19.0511503037543,72.8293010327943,8,2024-01-01 17:12:00,2024-01-01 17:20:00,c(72.8360759781846, 19.0533210113778),c(72.8293010327943, 19.0511503037543)
63,1641,2526,19.0743630774846,72.822230874145,19.0816093849479,72.8344324049092,29,2024-01-01 23:37:00,2024-01-02 00:06:00,c(72.822230874145, 19.0743630774846),c(72.8344324049092, 19.0816093849479)
64,4912,93,19.0798182866908,72.8408156284707,19.0682069312315,72.8316695417837,13,2024-01-01 15:35:00,2024-01-01 15:48:00,c(72.8408156284707, 19.0798182866908),c(72.8316695417837, 19.0682069312315)
65,4235,1341,19.0528268420138,72.8260099682568,19.054269581076,72.8394250852116,27,2024-01-01 11:55:00,2024-01-01 12:22:00,c(72.8260099682568, 19.0528268420138),c(72.8394250852116, 19.054269581076)
66,5170,4767,19.0524113204065,72.8256611358127,19.0748543657678,72.8380332409154,9,2024-01-01 10:03:00,2024-01-01 10:12:00,c(72.8256611358127, 19.0524113204065),c(72.8380332409154, 19.0748543657678)
67,3029,606,19.0718645503941,72.8375140632323,19.084059741268,72.833000286181,14,2024-01-01 00:42:00,2024-01-01 00:56:00,c(72.8375140632323, 19.0718645503941),c(72.833000286181, 19.084059741268)
68,2564,2508,19.0605824228343,72.8242097958159,19.0783483956159,72.8403660334592,21,2024-01-01 16:22:00,2024-01-01 16:43:00,c(72.8242097958159, 19.0605824228343),c(72.8403660334592, 19.0783483956159)
69,4167,849,19.0732531674785,72.8274317407762,19.0525484185238,72.8347044071847,6,2024-01-01 04:32:00,2024-01-01 04:38:00,c(72.8274317407762, 19.0732531674785),c(72.8347044071847, 19.0525484185238)
70,1765,4484,19.0517530325171,72.8271658119642,19.056756332006,72.8260414435116,10,2024-01-01 19:59:00,2024-01-01 20:09:00,c(72.8271658119642, 19.0517530325171),c(72.8260414435116, 19.056756332006)
71,2894,1383,19.058452357542,72.8357598924348,19.0581255755799,72.8305277655092,5,2024-01-01 13:02:00,2024-01-01 13:07:00,c(72.8357598924348, 19.058452357542),c(72.8305277655092, 19.0581255755799)
72,1143,1718,19.0553138922911,72.8370614850782,19.0818599371285,72.8406418648928,29,2024-01-01 04:05:00,2024-01-01 04:34:00,c(72.8370614850782, 19.0553138922911),c(72.8406418648928, 19.0818599371285)
73,5711,3287,19.076678105693,72.8361148866236,19.0525759611576,72.8295487874925,13,2024-01-01 21:35:00,2024-01-01 21:48:00,c(72.8361148866236, 19.076678105693),c(72.8295487874925, 19.0525759611576)
74,1784,4902,19.0649582387271,72.8373200276915,19.0673051682402,72.8276244762584,15,2024-01-01 10:23:00,2024-01-01 10:38:00,c(72.8373200276915, 19.0649582387271),c(72.8276244762584, 19.0673051682402)
75,4264,2092,19.0570399076407,72.8315768785896,19.0712968478309,72.832249650214,19,2024-01-01 17:36:00,2024-01-01 17:55:00,c(72.8315768785896, 19.0570399076407),c(72.832249650214, 19.0712968478309)
76,4852,3367,19.0807604898601,72.8395216591451,19.0767257567012,72.8387536028918,15,2024-01-01 02:25:00,2024-01-01 02:40:00,c(72.8395216591451, 19.0807604898601),c(72.8387536028918, 19.0767257567012)
77,1807,3971,19.0497222047826,72.8318367914385,19.0760901069897,72.8321995313554,12,2024-01-01 21:02:00,2024-01-01 21:14:00,c(72.8318367914385, 19.0497222047826),c(72.8321995313554, 19.0760901069897)
78,5771,361,19.0660119129874,72.8324346848507,19.0786119253588,72.8388594445477,26,2024-01-01 22:53:00,2024-01-01 23:19:00,c(72.8324346848507, 19.0660119129874),c(72.8388594445477, 19.0786119253588)
79,1087,3654,19.0487620017301,72.8273817306764,19.0716374371389,72.8340838960113,5,2024-01-01 12:26:00,2024-01-01 12:31:00,c(72.8273817306764, 19.0487620017301),c(72.8340838960113, 19.0716374371389)
80,465,2627,19.0505210745902,72.827461787123,19.0556522811168,72.8240979041938,22,2024-01-01 16:36:00,2024-01-01 16:58:00,c(72.827461787123, 19.0505210745902),c(72.8240979041938, 19.0556522811168)
81,4028,5376,19.0643402311725,72.8350621613242,19.0566739485885,72.8328116191901,20,2024-01-01 23:32:00,2024-01-01 23:52:00,c(72.8350621613242, 19.0643402311725),c(72.8328116191901, 19.0566739485885)
82,4787,840,19.0630670077871,72.8331127941783,19.0552924335855,72.8322455811738,5,2024-01-01 19:23:00,2024-01-01 19:28:00,c(72.8331127941783, 19.0630670077871),c(72.8322455811738, 19.0552924335855)
83,988,1167,19.0570558642467,72.8292805430398,19.078005171127,72.8311498953373,28,2024-01-01 21:49:00,2024-01-01 22:17:00,c(72.8292805430398, 19.0570558642467),c(72.8311498953373, 19.078005171127)
84,3982,3039,19.0518795255529,72.8406432759077,19.0687831663353,72.825196166593,15,2024-01-01 21:24:00,2024-01-01 21:39:00,c(72.8406432759077, 19.0518795255529),c(72.825196166593, 19.0687831663353)
85,4833,1103,19.0790973101236,72.8406245186212,19.0725299586301,72.8379592025682,16,2024-01-01 20:11:00,2024-01-01 20:27:00,c(72.8406245186212, 19.0790973101236),c(72.8379592025682, 19.0725299586301)
86,3064,2884,19.0453233313575,72.8226920833228,19.0507789779853,72.8310195449633,9,2024-01-01 06:40:00,2024-01-01 06:49:00,c(72.8226920833228, 19.0453233313575),c(72.8310195449633, 19.0507789779853)
87,3645,820,19.0705987794529,72.8358221461478,19.0503804249509,72.8262093050526,9,2024-01-01 01:22:00,2024-01-01 01:31:00,c(72.8358221461478, 19.0705987794529),c(72.8262093050526, 19.0503804249509)
88,5511,4715,19.0422085245857,72.8183038595102,19.0520562655366,72.8331697759497,10,2024-01-01 04:57:00,2024-01-01 05:07:00,c(72.8183038595102, 19.0422085245857),c(72.8331697759497, 19.0520562655366)
89,2732,210,19.0541830969159,72.8262097085613,19.0587497848651,72.8222313768085,14,2024-01-01 16:21:00,2024-01-01 16:35:00,c(72.8262097085613, 19.0541830969159),c(72.8222313768085, 19.0587497848651)
90,179,1286,19.0528973647896,72.839554220907,19.0516828856649,72.8412319070526,6,2024-01-01 01:19:00,2024-01-01 01:25:00,c(72.839554220907, 19.0528973647896),c(72.8412319070526, 19.0516828856649)
91,5142,3175,19.0682311033166,72.8318880121964,19.0701504282851,72.8294175911839,26,2024-01-01 16:39:00,2024-01-01 17:05:00,c(72.8318880121964, 19.0682311033166),c(72.8294175911839, 19.0701504282851)
92,4661,5855,19.0467458638665,72.825291671257,19.0529739757264,72.8347442531559,22,2024-01-01 20:12:00,2024-01-01 20:34:00,c(72.825291671257, 19.0467458638665),c(72.8347442531559, 19.0529739757264)
93,4703,461,19.0553837764666,72.8357793139798,19.0699712016192,72.8374275496497,29,2024-01-01 00:06:00,2024-01-01 00:35:00,c(72.8357793139798, 19.0553837764666),c(72.8374275496497, 19.0699712016192)
94,5057,5824,19.0619394264646,72.8323545665784,19.0535532888096,72.829525408707,22,2024-01-01 14:09:00,2024-01-01 14:31:00,c(72.8323545665784, 19.0619394264646),c(72.829525408707, 19.0535532888096)
95,1988,3776,19.044335789243,72.8182544664559,19.0706590341918,72.8307856531094,22,2024-01-01 20:01:00,2024-01-01 20:23:00,c(72.8182544664559, 19.044335789243),c(72.8307856531094, 19.0706590341918)
96,5557,1602,19.0808816951441,72.8404777463168,19.0817217753303,72.8361028904248,22,2024-01-01 18:39:00,2024-01-01 19:01:00,c(72.8404777463168, 19.0808816951441),c(72.8361028904248, 19.0817217753303)
97,4023,1054,19.0829550538273,72.8377634137216,19.0531012102063,72.8396658723084,29,2024-01-01 20:34:00,2024-01-01 21:03:00,c(72.8377634137216, 19.0829550538273),c(72.8396658723084, 19.0531012102063)
98,4050,4028,19.0839988803375,72.8314590999077,19.0643402311725,72.8350621613242,27,2024-01-01 07:19:00,2024-01-01 07:46:00,c(72.8314590999077, 19.0839988803375),c(72.8350621613242, 19.0643402311725)
99,4999,1526,19.078476439427,72.838354535697,19.0546445153718,72.8317105856306,24,2024-01-01 18:27:00,2024-01-01 18:51:00,c(72.838354535697, 19.078476439427),c(72.8317105856306, 19.0546445153718)
100,643,754,19.05094809532,72.8273927660852,19.0700084744814,72.8338912093518,20,2024-01-01 12:42:00,2024-01-01 13:02:00,c(72.8273927660852, 19.05094809532),c(72.8338912093518, 19.0700084744814)
101,2314,2450,19.0518476174356,72.8360919015997,19.0505238545702,72.8307725589543,14,2024-01-01 07:15:00,2024-01-01 07:29:00,c(72.8360919015997, 19.0518476174356),c(72.8307725589543, 19.0505238545702)
102,3157,2527,19.0542797081704,72.8322380669348,19.0586447433854,72.8224126846608,27,2024-01-01 03:37:00,2024-01-01 04:04:00,c(72.8322380669348, 19.0542797081704),c(72.8224126846608, 19.0586447433854)
103,636,1775,19.0522092690235,72.8372971035267,19.075663446372,72.8373806627448,21,2024-01-01 21:36:00,2024-01-01 21:57:00,c(72.8372971035267, 19.0522092690235),c(72.8373806627448, 19.075663446372)
104,2905,3842,19.0555548247624,72.8391337256198,19.0722062052555,72.8390157562957,26,2024-01-01 09:26:00,2024-01-01 09:52:00,c(72.8391337256198, 19.0555548247624),c(72.8390157562957, 19.0722062052555)
105,2294,974,19.0649730617245,72.8356690982745,19.0760659267733,72.8406122199769,29,2024-01-01 19:53:00,2024-01-01 20:22:00,c(72.8356690982745, 19.0649730617245),c(72.8406122199769, 19.0760659267733)
106,2780,2021,19.0621095240207,72.8230051068531,19.0578674761662,72.8279687314166,20,2024-01-01 13:09:00,2024-01-01 13:29:00,c(72.8230051068531, 19.0621095240207),c(72.8279687314166, 19.0578674761662)
107,2637,5069,19.0518398990439,72.8406781859711,19.0491324233444,72.8243806347134,21,2024-01-01 02:07:00,2024-01-01 02:28:00,c(72.8406781859711, 19.0518398990439),c(72.8243806347134, 19.0491324233444)
108,4481,5663,19.0727723899896,72.8378408983402,19.049178550888,72.8229901769718,17,2024-01-01 14:25:00,2024-01-01 14:42:00,c(72.8378408983402, 19.0727723899896),c(72.8229901769718, 19.049178550888)
109,4720,4147,19.0680779235388,72.8227914600596,19.0532769935242,72.8390582744225,30,2024-01-01 10:10:00,2024-01-01 10:40:00,c(72.8227914600596, 19.0680779235388),c(72.8390582744225, 19.0532769935242)
110,2139,5606,19.0630443569518,72.8378019405086,19.0830763022176,72.8295839427164,26,2024-01-01 10:04:00,2024-01-01 10:30:00,c(72.8378019405086, 19.0630443569518),c(72.8295839427164, 19.0830763022176)
111,3158,5419,19.0827448375237,72.8353588313619,19.046936359963,72.8278474697696,29,2024-01-01 17:20:00,2024-01-01 17:49:00,c(72.8353588313619, 19.0827448375237),c(72.8278474697696, 19.046936359963)
112,561,4701,19.065125768629,72.8363160585705,19.0529465025357,72.8274257923161,12,2024-01-01 08:33:00,2024-01-01 08:45:00,c(72.8363160585705, 19.065125768629),c(72.8274257923161, 19.0529465025357)
113,5429,4232,19.057200014657,72.8360409374883,19.0750058321378,72.8259835697286,25,2024-01-01 09:19:00,2024-01-01 09:44:00,c(72.8360409374883, 19.057200014657),c(72.8259835697286, 19.0750058321378)
114,5425,2044,19.0749760510681,72.8292049134403,19.0638432169662,72.8356243927975,23,2024-01-01 08:31:00,2024-01-01 08:54:00,c(72.8292049134403, 19.0749760510681),c(72.8356243927975, 19.0638432169662)
115,967,1212,19.0544179220434,72.8373095057481,19.045576440656,72.8227017194222,19,2024-01-01 22:07:00,2024-01-01 22:26:00,c(72.8373095057481, 19.0544179220434),c(72.8227017194222, 19.045576440656)
116,837,5419,19.0777522554717,72.8357293354444,19.046936359963,72.8278474697696,21,2024-01-01 03:46:00,2024-01-01 04:07:00,c(72.8357293354444, 19.0777522554717),c(72.8278474697696, 19.046936359963)
117,4824,635,19.0841045131222,72.83138520874,19.0508362720466,72.8262851673294,15,2024-01-01 19:49:00,2024-01-01 20:04:00,c(72.83138520874, 19.0841045131222),c(72.8262851673294, 19.0508362720466)
118,5225,4902,19.0480860436594,72.8203723664125,19.0673051682402,72.8276244762584,30,2024-01-01 14:42:00,2024-01-01 15:12:00,c(72.8203723664125, 19.0480860436594),c(72.8276244762584, 19.0673051682402)
119,1155,2929,19.0517032454086,72.8297919779777,19.0570946952768,72.8331879688229,13,2024-01-01 18:31:00,2024-01-01 18:44:00,c(72.8297919779777, 19.0517032454086),c(72.8331879688229, 19.0570946952768)
120,1115,998,19.0747800954567,72.8338011154625,19.0671170058043,72.8233282633086,11,2024-01-01 18:29:00,2024-01-01 18:40:00,c(72.8338011154625, 19.0747800954567),c(72.8233282633086, 19.0671170058043)
121,1478,4911,19.0535396991762,72.838996778398,19.0532687727254,72.8266765094005,19,2024-01-01 23:46:00,2024-01-02 00:05:00,c(72.838996778398, 19.0535396991762),c(72.8266765094005, 19.0532687727254)
122,144,3473,19.0849548249515,72.8382291960513,19.0586537107993,72.8285662648558,27,2024-01-01 16:18:00,2024-01-01 16:45:00,c(72.8382291960513, 19.0849548249515),c(72.8285662648558, 19.0586537107993)
123,1137,4212,19.0770516094351,72.838350518401,19.0786352689502,72.8263333076678,6,2024-01-01 12:36:00,2024-01-01 12:42:00,c(72.838350518401, 19.0770516094351),c(72.8263333076678, 19.0786352689502)
124,1559,4539,19.0703138272623,72.8330998668858,19.0557959966353,72.8318348638769,18,2024-01-01 15:57:00,2024-01-01 16:15:00,c(72.8330998668858, 19.0703138272623),c(72.8318348638769, 19.0557959966353)
125,2590,3219,19.0594036380277,72.8277796062541,19.0769297990782,72.837282031484,19,2024-01-01 13:36:00,2024-01-01 13:55:00,c(72.8277796062541, 19.0594036380277),c(72.837282031484, 19.0769297990782)
126,4838,5606,19.0641705578104,72.8314126173705,19.0830763022176,72.8295839427164,16,2024-01-01 14:21:00,2024-01-01 14:37:00,c(72.8314126173705, 19.0641705578104),c(72.8295839427164, 19.0830763022176)
127,976,1582,19.0470181968457,72.8300412703886,19.0589411385572,72.831637627505,28,2024-01-01 10:57:00,2024-01-01 11:25:00,c(72.8300412703886, 19.0470181968457),c(72.831637627505, 19.0589411385572)
128,964,1664,19.0735720279211,72.8381916792535,19.0792573759819,72.8369632711491,26,2024-01-01 12:01:00,2024-01-01 12:27:00,c(72.8381916792535, 19.0735720279211),c(72.8369632711491, 19.0792573759819)
129,5713,4749,19.0571936233166,72.8372705935025,19.0492201825721,72.8299636606656,11,2024-01-01 18:47:00,2024-01-01 18:58:00,c(72.8372705935025, 19.0571936233166),c(72.8299636606656, 19.0492201825721)
130,5376,2786,19.0566739485885,72.8328116191901,19.0584528894052,72.8353517519666,20,2024-01-01 20:17:00,2024-01-01 20:37:00,c(72.8328116191901, 19.0566739485885),c(72.8353517519666, 19.0584528894052)
